name,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antarctica,Antigua and Barb.,Argentina,Armenia,Aruba,Ashmore and Cartier Is.,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herz.,Botswana,Br. Indian Ocean Ter.,Brazil,British Virgin Is.,Brunei,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Is.,Central African Rep.,Chad,Chile,China,Colombia,Comoros,Congo,Cook Is.,Costa Rica,Croatia,Cuba,Curaçao,Cyprus,Czechia,Côte d'Ivoire,Dem. Rep. Congo,Denmark,Djibouti,Dominica,Dominican Rep.,Ecuador,Egypt,El Salvador,Eq. Guinea,Eritrea,Estonia,Ethiopia,Faeroe Is.,Falkland Is.,Fiji,Finland,Fr. Polynesia,Fr. S. Antarctic Lands,France,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Greenland,Grenada,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Heard I. and McDonald Is.,Honduras,Hong Kong,Hungary,Iceland,India,Indian Ocean Ter.,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,Macedonia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Is.,Mauritania,Mauritius,Mexico,Micronesia,Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,N. Cyprus,N. Mariana Is.,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Norfolk Island,North Korea,Norway,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn Is.,Poland,Portugal,Puerto Rico,Qatar,Romania,Russia,Rwanda,S. Geo. and the Is.,S. Sudan,Saint Helena,Saint Lucia,Samoa,San Marino,Saudi Arabia,Senegal,Serbia,Seychelles,Siachen Glacier,Sierra Leone,Singapore,Sint Maarten,Slovakia,Slovenia,Solomon Is.,Somalia,Somaliland,South Africa,South Korea,Spain,Sri Lanka,St-Barthélemy,St-Martin,St. Kitts and Nevis,St. Pierre and Miquelon,St. Vin. and Gren.,Sudan,Suriname,Sweden,Switzerland,Syria,São Tomé and Principe,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Is.,U.S. Virgin Is.,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States of America,Uruguay,Uzbekistan,Vanuatu,Vatican,Venezuela,Vietnam,W. Sahara,Wallis and Futuna Is.,Yemen,Zambia,Zimbabwe,eSwatini,Åland
Indonesia,36,81,29,66,76,90,13,60,7,82,96,92,32,60,77,27,7,33,54,51,72,63,29,54,85,6,35,55,52,77,64,3,46,36,34,29,19,5,22,13,25,9,36,54,44,41,36,71,39,7,77,8,42,47,34,43,50,78,12,68,48,97,39,27,31,0,13,86,17,59,47,39,44,24,61,57,68,66,84,30,60,84,43,31,37,31,76,80,33,81,64,40,10,10,56,59,49,0,4,18,91,18,23,9,68,66,83,18,8,18,35,60,74,82,68,49,44,40,41,95,37,24,78,38,26,33,47,9,17,50,26,66,12,40,68,69,33,22,79,23,95,34,74,21,13,21,53,0,27,9,84,87,87,98,6,9,98,30,76,36,94,80,75,84,77,74,18,53,35,83,91,55,61,66,13,37,60,30,43,49,2,27,35,97,87,61,69,47,20,22,72,62,99,15,13,26,56,16,77,96,96,91,82,53,45,53,56,23,98,90,12,31,85,31,64,28,12,1,57,22,65,32,93,68,17,25,4,53,98,8,26,49,83,40,14,40,38,8,6,44,65
Iran,72,16,87,29,86,47,9,22,8,34,48,45,51,37,80,86,44,24,96,65,72,22,16,91,44,57,23,87,10,16,10,45,38,24,59,91,27,51,34,46,96,8,70,37,10,8,96,57,17,91,4,92,44,94,38,56,49,29,66,36,84,8,89,4,83,58,27,47,22,53,14,36,70,26,49,27,47,39,71,84,82,79,89,59,42,50,89,9,91,19,49,22,50,5,40,92,18,26,0,56,55,88,37,38,35,88,90,6,53,99,98,88,48,78,18,34,24,93,99,4,15,31,28,42,63,23,17,16,41,44,42,84,97,19,3,41,72,39,62,67,47,36,42,14,21,47,60,40,29,3,94,59,15,29,71,83,95,4,83,86,84,8,42,39,12,6,78,94,18,50,63,57,93,35,24,9,51,93,21,6,80,87,24,75,42,75,43,9,27,30,96,73,1,9,59,27,36,13,89,87,49,88,80,31,55,84,19,66,2,49,27,11,46,5,9,78,5,19,57,31,58,92,95,46,31,73,54,40,43,87,80,80,33,2,44,89,87,24,18,8,90
Iraq,5,36,22,53,42,24,86,10,54,33,88,84,94,30,15,49,63,89,18,85,79,49,81,39,39,69,26,47,55,76,84,10,77,9,14,23,35,14,12,66,40,62,94,74,91,33,63,73,5,14,36,38,9,18,80,10,72,43,62,93,89,56,81,59,94,70,44,13,79,38,22,13,30,76,47,52,24,30,89,26,55,90,59,52,46,71,55,66,49,48,41,45,30,61,64,23,40,46,62,0,50,2,25,58,6,70,5,14,9,4,94,39,27,88,70,17,78,12,6,70,14,22,21,53,34,98,58,73,86,71,79,74,15,64,6,22,75,23,24,75,15,77,73,27,68,62,91,86,95,68,32,48,85,7,64,71,91,70,66,45,10,33,24,36,34,83,16,63,28,21,73,48,40,11,70,25,54,66,57,21,56,40,23,61,26,89,80,67,9,0,53,19,44,29,47,95,55,64,30,47,83,62,52,80,7,54,87,33,59,58,51,36,78,0,46,21,73,99,29,69,84,58,91,96,47,71,35,70,34,41,83,42,59,38,79,95,76,20,67,32,52
Ireland,23,42,21,34,43,20,0,5,90,59,24,60,46,38,40,99,72,70,32,60,86,78,84,28,61,73,58,43,37,42,29,97,27,95,70,54,55,59,38,31,74,80,87,65,25,18,55,98,50,27,72,31,43,54,73,69,76,26,60,36,77,41,6,79,86,60,26,56,45,15,94,6,57,42,33,21,20,79,2,25,31,55,70,22,99,81,6,27,2,21,4,12,70,76,44,67,48,59,21,31,0,16,60,36,71,4,86,29,2,81,57,22,59,85,76,22,82,92,52,32,53,18,37,25,2,91,96,67,85,81,69,17,26,60,77,13,44,19,38,67,23,93,28,73,40,36,54,69,52,57,5,30,33,85,74,73,7,75,94,62,33,43,64,90,85,86,37,27,47,73,41,97,36,57,77,1,21,28,54,76,30,9,52,50,7,95,93,76,57,39,89,66,34,84,17,64,91,81,47,84,99,5,85,73,16,7,22,33,13,22,49,31,28,81,32,98,55,97,58,48,44,52,44,53,64,79,55,77,58,95,0,71,26,51,35,51,94,10,48,4,66
Isle of Man,86,41,26,46,75,0,70,7,29,67,94,90,56,92,31,24,18,25,54,70,72,47,94,0,97,47,41,57,48,98,13,2,39,36,16,1,19,8,77,33,89,65,20,24,69,5,21,7,52,33,62,34,41,43,46,41,29,55,8,56,79,74,84,39,39,21,88,39,84,44,35,47,75,86,65,64,58,18,5,59,46,63,6,50,63,2,22,94,65,47,66,24,51,80,78,82,17,45,72,41,27,0,3,86,50,3,43,30,8,0,49,92,81,70,79,88,20,18,98,80,47,38,98,4,97,2,94,99,18,64,39,8,81,95,31,67,25,97,98,88,90,95,58,40,80,38,54,49,24,58,35,54,5,98,7,54,43,89,25,4,66,48,4,83,28,77,60,95,93,98,82,56,99,88,72,90,92,60,25,58,21,60,35,12,54,13,57,95,26,77,74,87,58,79,79,14,26,32,71,32,81,52,49,40,97,32,66,37,94,61,64,20,43,78,12,76,4,54,69,72,91,91,52,26,32,51,70,19,51,73,49,39,12,49,79,80,48,47,9,64,32
Israel,30,16,60,36,28,80,99,37,66,93,20,73,24,61,62,95,14,15,8,18,74,91,2,50,32,93,4,78,90,69,98,51,94,29,60,75,95,77,55,38,58,52,9,95,40,17,33,94,29,16,7,37,46,27,31,25,76,46,48,23,24,75,52,77,81,93,48,38,26,52,88,32,83,47,90,55,3,76,91,65,63,52,53,17,10,1,73,67,69,99,78,18,6,62,51,31,34,99,75,90,8,86,0,83,85,63,34,65,14,95,27,54,9,20,83,9,90,56,80,67,52,95,96,5,41,12,47,68,57,94,93,2,57,87,10,70,41,86,7,79,87,66,57,24,97,87,71,27,11,92,51,29,64,18,63,15,13,84,98,52,49,75,13,94,54,64,31,19,85,40,73,14,55,74,30,97,0,26,65,55,24,28,95,34,69,16,35,53,48,33,31,80,54,50,85,99,49,95,11,59,73,62,64,68,66,89,7,16,79,9,51,46,15,35,13,24,26,76,27,79,64,18,8,46,28,99,4,33,46,32,84,72,56,82,45,50,32,60,61,91,68
Italy,11,70,57,25,6,65,46,20,18,2,78,36,6,27,27,23,20,57,20,10,29,74,45,18,42,41,20,10,56,17,30,1,7,36,55,10,71,60,72,99,99,69,38,67,15,99,17,18,36,6,29,35,43,80,46,5,67,50,12,49,45,2,86,92,43,18,35,6,7,47,27,23,13,55,19,7,50,9,25,23,48,68,70,48,74,27,44,41,15,18,66,66,23,29,45,92,54,22,45,91,34,32,31,0,17,58,33,93,16,27,34,89,79,99,52,38,21,51,38,3,78,61,55,1,85,0,63,28,63,31,50,85,48,15,27,22,66,74,33,45,27,51,35,24,91,66,22,45,82,48,40,24,42,22,56,23,45,89,57,93,6,15,72,96,60,44,98,33,19,32,93,19,7,35,24,41,37,45,59,90,92,20,93,20,61,87,43,84,73,68,63,8,3,17,93,26,20,58,24,12,96,61,17,24,27,96,7,1,22,1,15,2,5,70,68,14,50,97,32,75,38,60,42,64,57,61,69,13,51,65,90,84,67,73,77,71,34,48,8,16,5
Jamaica,10,9,14,38,79,93,7,0,49,90,92,44,52,83,23,28,17,90,11,24,97,46,60,22,31,6,72,82,81,72,90,46,4,57,14,10,85,62,42,71,70,76,24,52,12,54,65,57,20,96,12,14,56,5,62,72,53,92,91,8,0,93,30,70,63,15,57,83,39,85,9,26,66,52,94,40,34,16,30,1,24,31,61,9,52,82,21,67,26,16,96,31,83,42,37,77,42,85,20,52,82,90,64,83,0,90,5,21,50,35,68,30,57,24,23,52,15,69,90,32,82,70,25,81,50,69,27,79,83,87,79,38,16,46,72,5,34,46,77,46,42,15,45,26,35,57,67,72,54,27,63,14,58,92,51,82,58,19,20,16,63,22,80,97,40,54,99,71,76,18,85,37,35,63,8,65,21,94,79,36,88,47,55,78,82,86,32,33,28,18,28,66,28,16,87,1,52,28,3,78,64,83,87,18,49,36,87,65,52,53,11,51,85,26,2,19,38,94,63,54,25,34,21,35,39,40,26,56,2,8,12,53,23,12,91,82,22,59,25,2,88
Japan,61,68,69,80,44,61,0,36,26,92,40,19,49,68,14,68,11,26,81,37,87,27,36,97,38,18,79,93,59,50,52,31,34,90,1,10,87,14,41,46,89,33,87,29,3,64,40,27,15,21,67,25,98,9,22,16,88,19,66,90,21,28,21,3,46,18,89,67,6,73,12,11,87,24,56,6,1,72,17,79,40,9,35,7,14,11,31,48,32,49,42,80,30,14,44,6,91,46,92,92,86,49,9,22,35,0,84,34,73,14,52,77,9,83,78,72,70,88,71,84,71,28,87,76,36,29,41,53,23,74,62,34,15,56,41,19,81,11,77,2,67,89,43,79,84,36,87,9,34,40,94,34,78,51,92,71,67,61,80,37,69,2,32,92,2,37,80,47,40,41,88,36,6,21,7,87,59,53,32,67,97,35,92,78,72,53,18,16,36,98,78,48,79,10,83,58,62,65,53,41,37,76,33,16,29,14,67,86,79,1,99,93,48,13,75,33,35,37,91,77,27,75,66,40,80,15,94,1,43,24,45,65,43,29,30,12,27,55,73,90,38
Jersey,47,54,23,85,95,27,5,0,18,1,0,57,85,78,77,85,60,9,54,25,66,43,31,93,87,61,48,18,10,49,77,57,89,69,82,47,39,36,2,97,28,53,16,27,22,41,10,89,23,7,59,46,71,88,46,95,88,7,15,94,38,91,45,34,1,96,69,51,97,84,6,43,20,55,6,37,34,95,55,98,15,78,0,40,13,56,42,50,58,42,61,73,56,61,24,23,39,62,30,7,58,90,4,85,35,49,0,66,62,13,89,71,32,35,68,10,66,34,60,2,59,66,25,73,24,64,6,33,66,67,39,59,65,10,32,16,97,54,92,25,43,1,13,96,44,81,10,23,54,58,77,75,73,76,67,18,10,90,36,85,88,68,95,66,52,46,33,54,27,44,39,27,3,36,30,28,56,14,92,64,43,76,44,46,69,78,34,53,52,9,86,27,29,38,60,52,97,91,33,32,25,93,96,95,76,40,26,11,42,74,69,31,11,61,48,95,99,60,90,58,13,23,2,48,94,32,79,49,46,90,35,37,91,43,0,58,21,18,89,16,53
Jordan,70,89,97,41,3,58,20,66,44,29,13,62,54,12,9,76,8,9,37,26,54,75,78,57,65,52,53,78,37,72,93,8,60,29,71,79,11,11,7,86,17,25,37,95,76,40,23,41,44,45,66,72,94,84,33,55,96,46,23,20,40,85,75,51,1,33,69,24,88,30,14,65,42,8,60,35,50,74,91,37,96,65,55,42,23,55,45,83,54,83,28,46,33,53,71,54,70,91,36,23,89,26,42,62,60,66,14,0,18,81,49,53,67,82,70,24,60,60,83,41,93,34,53,45,91,97,33,38,71,29,71,69,61,88,99,10,24,54,85,41,47,45,81,51,96,38,38,35,84,29,80,96,96,57,32,9,56,32,39,41,4,45,66,7,67,21,22,32,28,87,4,9,45,42,23,40,44,43,68,66,10,17,9,49,68,26,94,84,34,87,40,98,5,7,21,15,91,48,21,15,27,5,48,71,96,76,71,84,57,51,24,66,45,52,9,70,2,11,81,95,66,61,35,30,34,98,54,68,59,62,4,67,67,90,98,24,70,61,76,88,27
Kazakhstan,23,21,20,45,76,12,73,89,40,77,86,47,56,56,84,56,9,58,53,49,37,89,75,68,51,82,39,55,78,93,22,54,1,21,59,80,34,73,49,91,71,63,0,4,84,41,37,26,3,30,95,71,91,74,83,81,85,26,38,31,76,0,81,60,28,0,72,73,29,97,25,62,79,91,99,38,68,71,97,44,38,44,12,97,13,15,62,95,92,77,16,68,62,50,41,31,94,16,95,21,49,91,85,10,74,57,49,13,0,3,39,43,3,50,20,31,52,93,37,14,77,96,30,2,63,62,85,88,51,85,64,27,85,55,4,32,32,94,55,33,81,47,35,2,45,36,48,2,38,21,15,50,60,77,25,8,75,3,21,73,65,85,88,65,41,36,66,96,87,59,65,35,89,2,52,83,23,35,44,40,50,86,51,13,47,98,59,77,62,93,1,55,69,11,85,52,30,46,91,13,4,90,23,78,14,17,24,56,54,47,21,41,69,54,39,50,44,21,32,22,11,13,28,3,90,47,70,33,35,9,55,31,23,49,69,12,78,29,15,22,77
Kenya,84,60,2,54,27,86,27,95,65,82,55,16,60,6,36,32,49,49,35,41,57,13,32,69,32,71,51,15,77,51,53,85,75,12,36,86,78,3,78,83,11,74,37,65,95,85,36,56,98,30,34,21,85,39,14,54,44,38,69,86,3,24,0,9,73,62,99,60,25,33,52,35,96,37,27,91,16,95,46,53,79,5,71,70,47,21,21,8,10,82,80,94,57,41,3,51,56,47,77,63,55,41,75,33,48,53,79,57,48,0,2,24,3,32,41,98,0,40,59,69,56,18,14,79,85,15,26,87,44,82,71,17,99,54,55,10,22,9,85,59,10,24,34,76,79,43,87,78,60,98,72,11,83,4,16,15,38,42,90,92,38,17,37,91,93,86,79,29,51,42,72,18,3,51,21,41,28,68,68,2,66,51,20,9,82,36,12,20,80,54,31,99,85,30,57,24,45,60,5,47,90,88,60,15,67,36,35,76,67,65,23,41,9,15,46,30,5,41,43,59,17,52,96,16,53,57,74,72,34,85,11,35,57,37,71,67,13,29,88,25,84
Kiribati,58,6,49,69,24,26,93,5,12,66,39,53,75,69,77,0,52,25,86,70,61,20,83,9,24,34,94,6,47,73,70,57,59,52,52,8,13,73,65,9,14,63,28,24,20,20,69,52,76,42,77,9,54,72,3,81,30,77,97,8,98,30,97,94,81,83,70,45,44,33,26,15,53,7,3,90,43,6,48,76,39,99,98,26,30,60,8,70,24,8,45,3,51,97,26,14,63,74,48,62,0,88,20,99,9,71,49,33,97,65,0,21,48,92,74,89,91,93,83,4,5,35,25,81,92,43,50,96,83,52,60,67,52,42,10,7,32,30,81,56,23,67,78,90,53,27,6,47,14,43,93,75,49,57,44,15,40,23,1,49,6,82,82,96,86,73,93,37,60,22,92,38,5,45,37,34,2,11,8,13,8,7,94,21,72,55,55,23,40,42,0,32,63,48,1,51,19,1,77,63,2,68,8,74,61,1,82,47,5,20,53,72,78,44,99,77,95,20,82,8,19,60,34,45,95,16,80,97,71,87,52,11,70,71,11,14,64,23,27,93,66
Kosovo,89,71,6,48,2,34,65,10,52,50,89,29,93,41,39,88,27,60,93,45,64,92,66,42,63,82,85,60,5,69,98,80,57,73,54,27,69,10,17,93,77,83,50,32,44,50,88,26,80,38,70,96,23,94,98,5,52,64,49,36,43,94,75,22,47,31,95,98,72,64,17,87,64,89,53,0,52,17,85,66,25,89,15,81,92,12,20,94,59,84,29,32,7,74,48,67,86,74,95,28,14,96,91,94,44,10,47,29,17,0,0,0,99,23,13,54,55,42,52,75,51,50,21,85,15,49,0,95,23,15,26,39,35,50,21,69,44,7,96,9,73,98,5,70,47,0,11,53,71,60,74,40,74,17,97,80,73,26,33,71,34,93,69,10,81,8,73,74,80,88,58,96,53,3,68,59,50,72,81,44,28,64,78,13,87,25,12,21,94,36,0,34,59,92,12,55,61,19,4,35,95,20,78,49,5,59,90,29,71,78,52,92,30,79,11,74,12,95,30,77,52,23,55,19,58,40,65,70,78,22,84,8,90,24,74,18,13,10,4,63,32
Kuwait,26,9,29,18,71,4,45,25,67,31,4,97,21,36,20,12,21,64,24,49,13,86,95,38,73,92,13,40,3,77,91,89,77,72,87,48,99,19,74,93,60,99,13,56,77,9,15,49,83,53,44,81,26,63,70,1,48,12,34,24,77,44,16,4,84,86,39,97,5,15,27,11,50,59,95,81,20,56,69,79,37,6,18,50,97,20,41,23,44,81,32,14,59,47,91,44,45,90,10,99,5,32,95,79,89,68,66,44,0,71,97,97,0,14,13,6,14,27,0,57,53,17,75,69,88,21,64,51,46,69,46,92,94,74,16,74,23,73,27,38,11,88,55,64,22,59,82,48,45,68,47,37,54,78,67,35,29,26,3,59,99,32,22,43,42,62,17,3,91,19,85,2,21,83,26,20,9,9,78,51,61,3,19,81,21,78,19,75,12,68,71,44,35,49,68,42,57,50,27,66,24,54,7,90,11,81,55,74,19,68,56,32,56,82,8,3,52,90,44,38,38,57,75,4,44,27,57,11,73,37,47,7,35,65,42,42,51,34,7,44,3
Kyrgyzstan,18,86,15,35,70,28,40,32,61,43,57,86,53,65,78,22,88,71,8,20,66,1,67,3,77,87,89,84,30,6,31,53,68,92,50,22,66,48,14,19,71,84,34,32,98,28,94,54,50,87,50,18,57,2,42,42,29,2,24,58,96,75,4,20,63,38,40,40,57,59,82,64,41,71,7,4,17,23,12,28,60,33,6,82,26,62,51,42,91,36,67,38,61,8,28,61,15,46,98,5,53,71,18,20,81,1,84,46,60,21,7,32,62,0,9,14,34,51,26,82,42,67,28,91,51,1,58,8,1,22,13,24,30,59,63,19,97,63,93,47,39,88,30,51,15,13,82,95,44,69,44,30,33,39,67,84,98,51,14,17,0,74,6,40,84,99,18,49,68,61,98,43,40,29,96,86,97,62,12,77,43,81,10,20,95,68,29,3,39,7,90,62,54,7,82,21,58,96,51,52,66,77,60,15,66,19,85,39,12,25,90,87,82,36,54,34,13,16,16,28,46,62,5,26,67,37,56,13,34,96,43,45,73,57,67,88,9,8,30,30,69
Laos,46,56,76,52,79,48,14,47,55,58,59,98,33,94,48,57,29,11,33,31,51,40,39,67,79,86,16,78,59,64,96,80,79,7,2,59,87,84,49,23,50,22,49,24,29,5,59,3,31,85,4,83,86,81,77,7,87,92,1,90,32,32,94,22,17,9,84,17,84,21,5,54,71,13,73,68,30,7,97,28,68,45,62,70,49,77,2,43,15,66,97,97,27,79,71,51,68,14,68,80,19,7,90,44,23,25,8,57,66,23,57,78,23,6,0,21,35,61,77,44,97,12,91,80,55,38,93,64,52,46,76,1,95,8,90,52,32,25,49,88,57,62,52,20,70,54,67,97,88,69,31,16,85,15,77,3,4,84,64,77,47,66,45,59,18,7,2,77,98,48,29,74,70,16,32,46,45,87,62,41,5,96,27,37,13,56,92,1,37,62,10,60,32,38,38,58,68,73,23,74,49,76,43,14,25,90,61,92,76,72,83,30,77,93,50,50,85,47,98,65,1,71,31,59,62,48,79,96,93,35,35,74,36,12,18,94,15,37,25,71,71
Latvia,8,54,3,95,57,34,63,22,85,39,62,2,42,52,32,46,40,28,55,23,18,47,4,40,6,45,31,91,40,8,6,72,55,48,87,61,9,62,74,57,11,45,2,66,30,58,87,82,44,85,2,62,46,73,3,71,44,61,24,29,94,28,59,16,93,13,52,16,56,20,18,14,9,70,16,51,82,96,86,58,0,52,60,76,33,77,41,69,21,20,31,67,50,56,69,97,60,73,25,12,75,25,90,65,93,56,66,47,87,3,2,78,72,6,94,0,27,22,23,82,25,11,73,5,98,57,25,11,33,23,21,96,85,26,35,50,51,73,35,33,28,22,64,17,77,29,75,94,57,90,50,89,65,92,75,78,77,20,0,29,85,61,38,30,57,93,38,23,64,65,85,94,56,21,79,43,16,3,42,85,9,30,39,76,86,32,17,5,73,8,51,39,64,79,59,40,49,35,58,36,91,5,91,54,93,2,50,31,55,84,21,81,46,77,43,18,43,37,11,79,20,79,18,84,23,77,40,47,32,24,27,67,51,87,87,77,16,84,79,56,42
Lebanon,42,67,89,55,23,74,73,14,24,50,95,31,50,33,18,82,38,97,61,42,70,77,6,60,98,18,8,97,45,78,29,15,12,78,14,37,37,95,30,88,16,14,25,13,46,66,97,20,8,6,19,80,28,14,32,98,26,10,14,95,69,27,99,76,82,14,33,55,35,53,1,77,30,44,91,95,37,87,97,24,98,77,7,85,0,33,60,80,33,26,69,16,96,87,90,47,14,72,64,69,6,31,72,34,50,12,46,62,53,14,68,92,34,7,99,29,0,31,24,25,48,94,24,56,26,55,69,96,77,6,10,26,19,69,7,27,98,45,71,45,35,73,49,32,82,98,35,93,68,60,14,78,8,47,69,88,83,93,32,59,16,11,15,42,41,10,52,0,19,67,29,12,70,33,15,27,16,65,25,72,60,97,7,89,72,35,48,32,0,31,72,79,97,64,63,68,76,6,53,14,19,32,80,41,14,39,8,53,66,76,34,58,21,64,70,68,77,9,67,61,17,90,60,46,15,15,80,26,76,20,41,49,15,13,6,16,85,42,67,14,48
Lesotho,6,41,61,33,83,51,58,45,41,69,67,87,36,26,89,8,90,56,99,15,55,6,36,6,75,55,98,42,40,92,27,13,91,76,56,56,38,13,97,15,90,24,38,20,43,40,89,34,39,3,76,25,73,92,79,92,35,21,34,24,55,55,91,1,74,40,83,0,81,88,51,18,90,70,14,86,86,52,85,58,43,22,34,38,70,40,38,11,17,19,13,51,33,60,39,52,54,37,99,55,78,38,39,68,96,47,24,66,18,64,47,83,56,36,16,24,29,0,45,59,56,58,41,59,51,31,75,59,24,47,50,12,45,75,28,75,77,13,64,80,1,73,96,37,65,2,33,55,27,1,17,48,47,55,18,53,19,3,53,61,24,83,91,32,3,36,86,97,83,32,14,24,77,3,26,82,50,20,73,66,48,91,63,11,20,28,45,0,19,35,93,31,78,29,32,89,23,35,13,8,30,47,42,90,16,23,25,0,21,72,16,31,90,12,97,46,4,12,86,98,66,5,22,23,61,15,83,48,16,73,74,26,90,25,39,11,59,62,75,26,30
Liberia,88,57,37,45,22,58,77,29,95,64,36,39,74,42,61,72,9,65,36,39,79,19,49,70,8,89,32,22,93,91,10,92,61,19,90,64,76,72,68,92,67,37,66,12,64,34,64,8,38,98,40,89,2,93,44,7,34,9,59,73,92,96,87,11,91,94,75,12,50,8,15,58,75,84,72,80,66,88,85,91,14,50,58,51,16,10,59,43,33,50,11,39,9,61,25,59,86,74,51,3,1,66,57,88,0,42,43,25,48,96,38,29,5,17,87,92,18,96,0,21,92,57,38,47,87,39,58,28,87,44,29,89,51,73,99,82,63,36,34,19,50,6,79,79,9,92,94,73,24,90,63,64,10,29,56,22,25,75,63,53,0,67,66,82,66,78,28,82,53,82,79,25,56,65,8,73,22,81,65,87,56,93,98,83,69,16,82,27,47,11,33,99,94,60,90,39,13,39,90,37,65,38,68,20,25,62,31,96,96,24,11,76,3,18,53,46,25,21,90,76,25,58,27,20,74,74,18,16,55,34,26,58,29,32,74,55,85,36,86,6,13
Libya,10,96,48,80,30,13,95,42,25,30,78,90,83,78,60,36,71,92,95,86,3,4,93,18,90,86,95,54,69,60,86,94,13,87,6,78,1,29,11,47,88,64,29,46,85,92,69,25,80,26,10,87,12,61,79,78,95,75,26,90,94,22,69,48,17,16,14,89,77,58,14,74,51,47,7,48,88,38,52,57,18,87,38,96,68,11,31,7,62,75,48,34,29,58,42,52,67,16,90,94,71,2,54,71,64,43,84,21,37,84,76,68,72,55,18,3,58,54,60,0,81,54,50,43,32,44,34,24,12,8,75,85,70,65,17,66,54,6,56,70,65,22,83,91,76,9,74,67,20,87,39,16,55,52,79,94,77,35,39,19,61,45,61,79,44,33,24,77,10,29,82,83,72,19,45,67,16,2,43,41,95,94,47,62,54,51,97,7,61,91,19,71,68,19,31,0,15,87,10,14,54,45,92,41,86,30,27,82,80,82,69,74,7,70,42,8,70,0,30,56,60,37,99,0,72,40,46,0,28,69,38,68,67,4,40,58,6,70,76,24,19
Liechtenstein,95,32,48,81,90,67,78,61,93,47,17,62,73,9,1,65,94,17,61,46,57,61,36,88,39,40,91,96,42,53,30,83,6,36,43,55,0,48,97,71,0,47,62,77,51,1,24,5,50,46,7,16,85,92,38,77,52,19,1,55,63,9,82,74,26,93,10,63,13,52,5,46,18,20,40,85,15,21,75,60,98,67,28,0,95,75,43,88,32,88,96,14,27,55,43,93,66,62,31,56,90,21,13,70,19,2,51,30,34,73,69,3,11,89,6,62,97,17,73,86,0,96,37,53,55,33,36,8,95,16,98,12,80,89,22,26,58,5,81,97,69,12,0,50,35,20,6,25,57,36,61,74,11,26,54,94,59,25,18,87,43,28,24,15,7,65,21,75,31,70,67,33,46,49,15,84,62,29,12,56,75,39,17,36,92,38,36,94,57,62,37,58,85,32,59,3,31,55,8,94,94,89,64,2,77,23,85,30,45,12,17,73,45,1,80,96,69,41,84,26,87,75,22,76,33,92,97,73,23,46,14,36,4,80,92,70,32,16,46,35,99
Lithuania,11,71,97,82,69,60,43,50,46,20,56,56,6,34,39,19,31,43,20,56,80,42,98,66,2,55,32,87,53,68,31,25,60,63,92,70,0,33,46,45,61,10,96,89,1,25,43,23,71,22,14,73,20,96,88,48,7,57,84,3,92,70,65,7,15,61,89,35,33,89,41,81,15,23,98,2,42,39,4,95,31,27,55,81,62,83,61,52,66,55,76,66,89,74,31,51,60,29,15,4,96,79,2,24,9,30,28,37,93,58,60,13,12,51,96,85,74,87,94,63,56,0,12,83,50,45,69,98,83,48,70,89,60,84,26,57,6,19,54,58,98,94,66,97,66,3,91,48,73,48,58,10,5,71,44,36,76,90,49,83,59,41,7,91,20,51,71,9,94,0,30,29,13,14,35,45,86,58,91,62,59,65,69,17,59,40,70,14,25,19,89,55,44,54,12,67,52,10,86,5,3,88,87,5,97,38,91,38,34,78,3,86,94,57,91,42,37,95,44,9,15,33,8,3,77,39,5,28,90,29,3,79,8,66,86,67,64,53,53,36,91
